"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING_EVENT_IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","LONGITUDE","LATITUDE"
"498",498,"URN:CornellLabOfOrnithology:EBIRD:OBS869670764","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","12/28/2019","6:00:00","obsr1103165","S64946176","Incidental","P20","EBIRD_BRA",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"499",499,"URN:CornellLabOfOrnithology:EBIRD:OBS1012721807","11/16/2020 4:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"75 Rua Marechal Deodoro, Minas Gerais, BR (-22,232, -45,934)","L12727129","P","11/15/2020","7:18:00","obsr1796643","S76282220","Traveling","P22","EBIRD",135,6.38,NA,3,1,NA,0,1,0,NA,NA,NA,6564796.54916327,-3799200.65862186
"500",500,"URN:CornellLabOfOrnithology:EBIRD:OBS1011747120","11/15/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"75 Rua Marechal Deodoro, Minas Gerais, BR (-22,232, -45,934)","L12727129","P","11/14/2020","5:56:00","obsr1796643","S76233194","Traveling","P22","EBIRD",416,44.31,NA,3,1,NA,0,1,0,NA,NA,NA,6564796.54916327,-3799200.65862186
"501",501,"URN:CornellLabOfOrnithology:EBIRD:OBS376377017","8/8/2019 10:26",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","10/6/2015",NA,"obsr59106","S27767611","Incidental","P20","EBIRD",NA,NA,NA,1,1,NA,0,1,0,NA,"All day in high part.","Heard.",6628277.24189259,-3465819.05113405
"502",502,"URN:CornellLabOfOrnithology:EBIRD:OBS442743554","11/24/2016 6:32",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P","11/13/2016","9:23:00","obsr623443","S32532413","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA,6576608.30854832,-3421565.7084243
"503",503,"URN:CornellLabOfOrnithology:EBIRD:OBS443054328","11/24/2016 6:32",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P","11/13/2016","9:23:00","obsr623533","S32550273","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA,6576608.30854832,-3421565.7084243
"504",504,"URN:CornellLabOfOrnithology:EBIRD:OBS508589574","6/6/2017 2:32",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P","11/13/2016","9:23:00","obsr624308","S37418300","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,"<br>Enviada de eBird Android 1.3",NA,6576608.30854832,-3421565.7084243
"505",505,"URN:CornellLabOfOrnithology:EBIRD:OBS442743136","11/24/2016 6:32",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Sacramento  14 de nov de 2016 08:02","L5081068","P","11/13/2016","9:23:00","obsr623262","S32532386","Traveling","P22","EBIRD_BRA",120,50,NA,4,1,"G2022774",0,1,0,NA,NA,NA,6576608.30854832,-3421565.7084243
"506",506,"URN:CornellLabOfOrnithology:EBIRD:OBS512341416","8/8/2019 10:26",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","6/17/2017","6:00:00","obsr622711","S37681135","Traveling","P22","EBIRD_BRA",1440,30,NA,2,1,NA,1,1,0,NA,"Visita ao parque feita entre os dias 17 e 18 de junho de 2017. Com Maria Alves Ferreira (Kida).",NA,6628277.24189259,-3465819.05113405
"507",507,"URN:CornellLabOfOrnithology:EBIRD:OBS567770000","35:21.1",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","1/8/2018","7:30:00","obsr499438","S41933685","Traveling","P22","EBIRD",480,70,NA,3,1,NA,0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"508",508,"URN:CornellLabOfOrnithology:EBIRD:OBS645170918","8/11/2018 14:15",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","7/27/2018","15:00:00","obsr467819","S47610076","Incidental","P20","EBIRD",NA,NA,NA,5,0,"G3393505",0,1,0,NA,NA,"Heard",6628277.24189259,-3465819.05113405
"509",509,"URN:CornellLabOfOrnithology:EBIRD:OBS647556290","8/11/2018 14:15",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","7/27/2018","15:00:00","obsr742387","S47784728","Incidental","P20","EBIRD",NA,NA,NA,5,0,"G3393505",0,1,0,NA,NA,"Heard",6628277.24189259,-3465819.05113405
"510",510,"URN:CornellLabOfOrnithology:EBIRD:OBS828253502","8/21/2020 10:15",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,NA,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/15/2019","6:30:00","obsr552720","S61477120","Traveling","P22","EBIRD",360,50,NA,3,1,NA,0,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"511",511,"URN:CornellLabOfOrnithology:EBIRD:OBS680869167","3/12/2020 15:17",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/15/2018","7:00:00","obsr536027","S50271702","Traveling","P22","EBIRD",660,40,NA,4,1,NA,0,1,1,NA,"Trabalho em parceria com a amiga, Mariana Vabo (excelente guia local), guiando o simpático casal Norte americano, Keith & Janice Wiggers.","Exemplares em grande atividade vocal, em diferentes partes do Parque.",6633241.07974545,-3462178.70232713
"512",512,"URN:CornellLabOfOrnithology:EBIRD:OBS680881416","3/12/2020 15:16",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,4,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/16/2018","7:00:00","obsr536027","S50272756","Traveling","P22","EBIRD",660,40,NA,4,1,NA,0,1,1,NA,"Trabalho em parceria com a amiga, Mariana Vabo (excelente guia local), guiando o simpático casal Norte americano, Keith & Janice Wiggers.","Em intensa atividade vocal, em diferentes partes do parque.",6633241.07974545,-3462178.70232713
"513",513,"URN:CornellLabOfOrnithology:EBIRD:OBS690587034","12/29/2018 2:52",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","12/28/2018","7:23:00","obsr553158","S51040469","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G3690292",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"514",514,"URN:CornellLabOfOrnithology:EBIRD:OBS690586850","12/29/2018 2:52",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","12/28/2018","7:23:00","obsr467819","S51040452","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G3690292",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"515",515,"URN:CornellLabOfOrnithology:EBIRD:OBS657207569","11/1/2020 13:31",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"BR-146, São Roque de Minas BR-MG (-20,2434,-46,4469)","L7926508","P","9/12/2018","11:42:00","obsr757013","S48511604","Traveling","P22","EBIRD",480,60,NA,2,1,NA,0,1,0,NA,NA,NA,6635715.17220022,-3467878.84246134
"516",516,"URN:CornellLabOfOrnithology:EBIRD:OBS658716984","8/21/2020 10:15",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H","9/19/2018","7:00:00","obsr430072","S48620425","Traveling","P22","EBIRD",8,30,NA,1,1,NA,0,1,0,NA,"Birding with John, Seamus and Mariana","Heard",6620108.28826901,-3462715.34258084
"517",517,"URN:CornellLabOfOrnithology:EBIRD:OBS980631818","9/13/2020 12:30",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/23/2019","5:30:00","obsr995308","S73546262","Traveling","P22","EBIRD",660,70,NA,2,1,"G5704559",0,1,0,NA,NA,"Ouvimos vocalização de dois indivíduos.",6591261.43883987,-3428785.10283189
"518",518,"URN:CornellLabOfOrnithology:EBIRD:OBS831448651","9/13/2020 12:30",179,"species","Dwarf Tinamou","Taoniscus nanus",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/23/2019","5:30:00","obsr552720","S61721026","Traveling","P22","EBIRD",660,70,NA,2,1,"G5704559",0,1,0,NA,NA,"Ouvimos vocalização de dois indivíduos.",6591261.43883987,-3428785.10283189
